macro,energy_hartree,relative_error,dE,grad_orb,grad_ci,ddm,max_rot,jk_this_macro,micro_this_macro,total_jk,total_micro,macro_step_wall_s,cumulative_macro_wall_s,cumulative_casscf_wall_s,cumulative_peak_rss_mb
5,-7.470091580154489,0.0010656166837548272,-0.0014556596219916784,0.004403876127251488,0.013372882014887559,0.0014139431687614963,0.2864703163572664,21,4,105,20,380.67873574800615,5138.770430108998,5349.035977489009,8305.68359375
6,-7.470091580154489,0.0010656166837548272,-0.0014556596219916784,0.0025741052976799793,0.01669708679432385,0.00040512287361122823,0.2864703163572664,6,1,105,20,181.00176993900095,5319.772200047999,5530.03774742801,8305.68359375
6,-7.470091580154489,0.0010656166837548272,-0.0014556596219916784,0.0025741052976799793,0.02156461589241723,0.0007476008795795076,0.2864703163572664,11,2,105,20,209.8465332689957,5529.618733316995,5739.884280697006,8305.68359375
6,-7.470091580154489,0.0010656166837548272,-0.0014556596219916784,0.0025741052976799793,0.02171319791461054,0.0008955453153796872,0.2864703163572664,16,3,105,20,226.8426296700054,5756.461362987,5966.726910367011,8305.68359375
6,-7.471301500404234,0.0009038206835890631,-0.001209920249745089,0.0025741052976799793,0.02171319791461054,0.0017052754741927803,0.2711559231307172,21,4,126,24,531.8401679469971,6288.301530933997,6498.5670783140085,8305.68359375
7,-7.471301500404234,0.0009038206835890631,-0.001209920249745089,0.0022642890191690783,0.012767513239340373,0.0001350747728926924,0.2711559231307172,6,1,126,24,195.80613226199057,6484.107663195988,6694.373210575999,8305.68359375
7,-7.471301500404234,0.0009038206835890631,-0.001209920249745089,0.0022642890191690783,0.008423706242452794,0.00034641998087319017,0.2711559231307172,11,2,126,24,220.81663856600062,6704.924301761988,6915.189849142,8305.68359375
7,-7.471301500404234,0.0009038206835890631,-0.001209920249745089,0.0022642890191690783,0.006204610525691844,0.0005830570813016832,0.2711559231307172,16,3,126,24,235.67916032799985,6940.603462089988,7150.86900947,8305.68359375
7,-7.472149652601867,0.0007904019412069254,-0.0008481521976326789,0.0022642890191690783,0.006204610525691844,0.001563509527144736,0.298823096375395,21,4,147,28,548.8042123790074,7489.4076744689955,7699.673221849007,8305.68359375
8,-7.472149652601867,0.0007904019412069254,-0.0008481521976326789,0.0015461121222690942,0.009943029578560157,0.00017301920737427309,0.298823096375395,6,1,147,28,186.51274807099253,7675.920422539988,7886.1859699199995,8305.68359375
8,-7.472149652601867,0.0007904019412069254,-0.0008481521976326789,0.0015461121222690942,0.010131996412151656,0.00035942944368754875,0.298823096375395,11,2,147,28,200.22108257201035,7876.141505111998,8086.40705249201,8305.68359375
8,-7.472149652601867,0.0007904019412069254,-0.0008481521976326789,0.0015461121222690942,0.01080762944277652,0.0004950052423401582,0.298823096375395,16,3,147,28,220.5629964039981,8096.7045015159965,8306.970048896008,8305.68359375
8,-7.472499253341709,0.0007436517513713088,-0.0003496007398426926,0.0015461121222690942,0.01080762944277652,0.0010461184393233292,0.22693970975016228,21,4,168,32,537.4447019069921,8634.149203422989,8844.414750803,8305.6875
9,-7.472499253341709,0.0007436517513713088,-0.0003496007398426926,0.0014581591378809132,0.009491776475655063,4.74927598630137e-05,0.22693970975016228,6,1,168,32,195.48614116600947,8829.635344588998,9039.90089196901,8305.6875
9,-7.472499253341709,0.0007436517513713088,-0.0003496007398426926,0.0014581591378809132,0.00828253937161863,9.898269201063388e-05,0.22693970975016228,11,2,168,32,198.36731034499826,9028.002654933996,9238.268202314008,8305.6875
9,-7.472499253341709,0.0007436517513713088,-0.0003496007398426926,0.0014581591378809132,0.006924071638869165,0.00014537753797297249,0.22693970975016228,16,3,168,32,198.25347967499692,9226.256134608993,9436.521681989005,8305.6875
9,-7.472888724470588,0.0006915699130469777,-0.000389471128878327,0.0014581591378809132,0.006924071638869165,0.0004242884527037817,0.29836179557707293,21,4,189,36,396.6736353140004,9622.929769922994,9833.195317303005,8305.6875
10,-7.472888724470588,0.0006915699130469777,-0.000389471128878327,0.0014375784743171373,0.004566160752806838,2.8189712508195877e-05,0.29836179557707293,6,1,189,36,180.05715532200702,9802.986925245,10013.252472625012,8305.6875
10,-7.472888724470588,0.0006915699130469777,-0.000389471128878327,0.0014375784743171373,0.0038532062374043684,7.471230187439099e-05,0.29836179557707293,11,2,189,36,210.9973561349907,10013.984281379991,10224.249828760003,8305.6875
10,-7.472888724470588,0.0006915699130469777,-0.000389471128878327,0.0014375784743171373,0.0032894626099887465,0.00011219500424033968,0.29836179557707293,16,3,189,36,204.83351029100595,10218.817791670997,10429.083339051009,8305.6875
10,-7.473249999098141,0.0006432586382238357,-0.00036127462755342066,0.0014375784743171373,0.0032894626099887465,0.00028242063902725616,0.3092886602539556,21,4,210,40,430.5910183169908,10649.408809987988,10859.674357368,8305.6875
11,-7.473249999098141,0.0006432586382238357,-0.00036127462755342066,0.0010850630049792748,0.007015875898601335,5.0219643472598774e-05,0.3092886602539556,6,1,210,40,215.8754922250082,10865.284302212996,11075.549849593008,8305.6875
11,-7.473249999098141,0.0006432586382238357,-0.00036127462755342066,0.0010850630049792748,0.011814615829594761,9.347975645666685e-05,0.3092886602539556,11,2,210,40,207.49285547499312,11072.77715768799,11283.042705068001,8305.6875
11,-7.473249999098141,0.0006432586382238357,-0.00036127462755342066,0.0010850630049792748,0.014788013841811469,0.00013651027942215155,0.3092886602539556,16,3,210,40,208.60690137300116,11281.38405906099,11491.649606441002,8305.6875
11,-7.473731305615552,0.0005788961569881924,-0.00048130651741118413,0.0010850630049792748,0.014788013841811469,0.00028034472931236286,0.2845034306519039,21,4,231,44,457.7756452070025,11739.159704267993,11949.425251648005,8305.6875
12,-7.473731305615552,0.0005788961569881924,-0.00048130651741118413,0.0008337097136164546,0.013498288434719919,2.790794135409576e-05,0.2845034306519039,6,1,231,44,177.10261073500442,11916.262315002998,12126.527862383009,8305.6875
12,-7.473731305615552,0.0005788961569881924,-0.00048130651741118413,0.0008337097136164546,0.011190616197590313,5.8400175483775247e-05,0.2845034306519039,11,2,231,44,208.84505931899184,12125.10737432199,12335.372921702,8305.6875
12,-7.473731305615552,0.0005788961569881924,-0.00048130651741118413,0.0008337097136164546,0.009042310291817634,9.441032882082911e-05,0.2845034306519039,16,3,231,44,196.72945565200644,12321.836829973996,12532.102377354007,8305.6875
12,-7.474786963253664,0.00043772884994713445,-0.0010556576381119953,0.0008337097136164546,0.009042310291817634,0.0002362996558805878,0.30950774772331013,21,4,252,48,400.5504580440029,12722.387288017999,12932.65283539801,8305.69140625
13,-7.474786963253664,0.00043772884994713445,-0.0010556576381119953,0.0010156649312696275,0.006031562130566073,3.0214824843187553e-05,0.30950774772331013,6,1,252,48,179.1830683369917,12901.57035635499,13111.835903735002,8305.69140625
13,-7.474786963253664,0.00043772884994713445,-0.0010556576381119953,0.0010156649312696275,0.004778604391977574,6.491604215723807e-05,0.30950774772331013,11,2,252,48,195.04372788900218,13096.614084243993,13306.879631624004,8305.69140625
13,-7.474786963253664,0.00043772884994713445,-0.0010556576381119953,0.0010156649312696275,0.0038014498435520122,9.502282732996398e-05,0.30950774772331013,16,3,252,48,197.22796086399467,13293.842045107987,13504.107592487999,8305.69140625
13,-7.475535819038913,0.0003375884722819548,-0.0007488557852486366,0.0010156649312696275,0.0038014498435520122,0.00022337651616006522,0.3113256495797295,21,4,273,52,436.2581994180073,13730.100244525995,13940.365791906006,8305.69140625
14,-7.475535819038913,0.0003375884722819548,-0.0007488557852486366,0.0009545031044973852,0.00463094543758095,4.4302355505537325e-05,0.3113256495797295,6,1,273,52,177.0180909990013,13907.118335524996,14117.383882905007,8305.69140625
14,-7.475535819038913,0.0003375884722819548,-0.0007488557852486366,0.0009545031044973852,0.004738016551515165,6.875606401233167e-05,0.3113256495797295,11,2,273,52,194.90433559799567,14102.022671122992,14312.288218503003,8305.69140625
14,-7.475535819038913,0.0003375884722819548,-0.0007488557852486366,0.0009545031044973852,0.004691483775716061,8.645922745412782e-05,0.3113256495797295,16,3,273,52,205.57929131900892,14307.601962442,14517.867509822012,8305.69140625
14,-7.475714548270773,0.0003136879922017948,-0.00017872923185979772,0.0009545031044973852,0.004691483775716061,0.00024725676172312853,0.27105251525837026,21,4,294,56,477.51103717098886,14785.11299961299,14995.378546993,8305.69140625
15,-7.475714548270773,0.0003136879922017948,-0.00017872923185979772,0.0004885762376603651,0.006357435190652691,1.9751030369733744e-05,0.27105251525837026,6,1,294,56,193.17966924600478,14978.292668858994,15188.558216239006,8305.69140625
15,-7.475714548270773,0.0003136879922017948,-0.00017872923185979772,0.0004885762376603651,0.008743692233718285,3.556439636047473e-05,0.27105251525837026,11,2,294,56,225.01662429899443,15203.309293157989,15413.574840538,8305.69140625
15,-7.475714548270773,0.0003136879922017948,-0.00017872923185979772,0.0004885762376603651,0.007571305234765448,5.161408047005361e-05,0.27105251525837026,16,3,294,56,228.71817233000183,15432.02746548799,15642.293012868002,8305.69140625
15,-7.475864862093687,0.00029358734893854705,-0.00015031382291397222,0.0004885762376603651,0.007571305234765448,0.0001915865036369193,0.29771420365715356,21,4,315,60,402.83664905501064,15834.864114543001,16045.129661923012,8305.69140625
16,-7.475864862093687,0.00029358734893854705,-0.00015031382291397222,0.0003668303177861591,0.005101210432301759,9.021904692004493e-06,0.29771420365715356,6,1,315,60,234.345230144987,16069.209344687988,16279.474892068,8305.69140625
16,-7.475864862093687,0.00029358734893854705,-0.00015031382291397222,0.0003668303177861591,0.00424619423591104,1.9222339990322893e-05,0.29771420365715356,11,2,315,60,252.37955588600016,16321.588900573988,16531.854447954,8305.69140625
16,-7.475864862093687,0.00029358734893854705,-0.00015031382291397222,0.0003668303177861591,0.0037685254765673086,3.014086777775495e-05,0.29771420365715356,16,3,315,60,199.17695068800822,16520.765851261996,16731.031398642008,8305.69140625
16,-7.476099644078432,0.0002621912415911714,-0.00023478198474524703,0.0003668303177861591,0.0037685254765673086,0.00015319852069262094,0.30881854588003776,21,4,336,64,389.2600229910022,16910.025874253,17120.29142163301,8305.69140625
17,-7.476099644078432,0.0002621912415911714,-0.00023478198474524703,0.00035895564326223406,0.005017117357482053,1.427912811487171e-05,0.30881854588003776,6,1,336,64,177.20264087799296,17087.22851513099,17297.494062511003,8305.69140625
17,-7.476099644078432,0.0002621912415911714,-0.00023478198474524703,0.00035895564326223406,0.004650885190492665,2.927583725088976e-05,0.30881854588003776,11,2,336,64,193.25523744399834,17280.48375257499,17490.749299955,8305.69140625
17,-7.476099644078432,0.0002621912415911714,-0.00023478198474524703,0.00035895564326223406,0.0038015205476686067,4.1838407752467114e-05,0.30881854588003776,16,3,336,64,193.4332294479973,17473.916982022987,17684.182529403,8305.69140625
17,-7.4762638105119095,0.0002402381646807435,-0.00016416643347749726,0.00035895564326223406,0.0038015205476686067,0.00016136436638855504,0.29260864820293275,21,4,357,68,598.8093886760034,18072.72637069899,18282.991918079002,8305.69140625
18,-7.4762638105119095,0.0002402381646807435,-0.00016416643347749726,0.0003210223606417379,0.0043078264069964884,7.731294880083787e-06,0.29260864820293275,6,1,357,68,178.40558460699685,18251.131955305988,18461.397502686,8305.69140625
18,-7.4762638105119095,0.0002402381646807435,-0.00016416643347749726,0.0003210223606417379,0.003840471120334726,1.585820612881549e-05,0.29260864820293275,11,2,357,68,195.7033585060126,18446.835313812,18657.10086119201,8305.69140625
18,-7.4762638105119095,0.0002402381646807435,-0.00016416643347749726,0.0003210223606417379,0.0034918626678753215,2.1341615545288702e-05,0.29260864820293275,16,3,357,68,196.33102177799447,18643.166335589995,18853.431882970006,8305.69140625
18,-7.4763344779867875,0.00023078819078412347,-7.066747487805003e-05,0.0003210223606417379,0.0034918626678753215,0.00010263367143685687,0.2917339872899417,21,4,378,72,956.353776813994,19599.52011240399,19809.785659784,8305.69140625
19,-7.4763344779867875,0.00023078819078412347,-7.066747487805003e-05,0.00020357372170530568,0.004947075233738665,8.8443272357175e-06,0.2917339872899417,6,1,378,72,178.46191885101143,19777.982031255,19988.24757863501,8305.69140625
19,-7.4763344779867875,0.00023078819078412347,-7.066747487805003e-05,0.00020357372170530568,0.004786175137619436,1.3653837319759274e-05,0.2917339872899417,11,2,378,72,203.21156232799694,19981.193593582997,20191.45914096301,8305.69140625
19,-7.4763344779867875,0.00023078819078412347,-7.066747487805003e-05,0.00020357372170530568,0.004246447576338368,1.789680377605052e-05,0.2917339872899417,16,3,378,72,194.5138244760019,20175.707418059,20385.97296543901,8305.69140625
19,-7.476369757046612,0.00022607051557335667,-3.52790598245889e-05,0.00020357372170530568,0.004246447576338368,5.685641944992266e-05,0.27506291025335133,21,4,399,76,1027.619340388992,21203.32675844799,21413.592305828002,8305.69140625
20,-7.476369757046612,0.00022607051557335667,-3.52790598245889e-05,0.00021625197786550595,0.0054924083724742,3.0352033701278583e-06,0.27506291025335133,6,1,399,76,181.14164519800397,21384.468403645995,21594.733951026006,8305.69140625
20,-7.476369757046612,0.00022607051557335667,-3.52790598245889e-05,0.00021625197786550595,0.004801918063506797,6.082291690085071e-06,0.27506291025335133,11,2,399,76,199.13696789200185,21583.605371537997,21793.870918918008,8305.69140625
20,-7.476369757046612,0.00022607051557335667,-3.52790598245889e-05,0.00021625197786550595,0.007229638473667927,7.929633945831232e-06,0.27506291025335133,16,3,399,76,207.30672836999292,21790.91209990799,22001.177647288,8305.69140625
20,-7.476411218956719,0.00022052604169918184,-4.146191010701017e-05,0.00021625197786550595,0.007229638473667927,4.5859411608506796e-05,0.22012529009071047,21,4,420,80,1039.6419452550035,22830.554045162993,23040.819592543005,8305.69140625
21,-7.476411218956719,0.00022052604169918184,-4.146191010701017e-05,0.00025892923456039593,0.012278586716378955,1.8187850509088863e-06,0.22012529009071047,6,1,420,80,177.37651587900473,23007.930561041998,23218.19610842201,8305.69140625
21,-7.476411218956719,0.00022052604169918184,-4.146191010701017e-05,0.00025892923456039593,0.012658160190720592,5.350299928596699e-06,0.22012529009071047,11,2,420,80,201.1286959429999,23209.059256984998,23419.32480436501,8305.69140625
21,-7.476411218956719,0.00022052604169918184,-4.146191010701017e-05,0.00025892923456039593,0.011541030805451373,9.635019454613403e-06,0.22012529009071047,16,3,420,80,200.69034298098995,23409.749599965988,23620.015147346,8305.69140625
21,-7.4765045046405785,0.0002080514587468329,-9.328568385935654e-05,0.00025892923456039593,0.011541030805451373,6.954350124896376e-05,0.2806333562368909,21,4,441,84,1043.2062545690133,24452.955854535,24663.221401915012,8305.69140625
22,-7.4765045046405785,0.0002080514587468329,-9.328568385935654e-05,0.0001444902069501138,0.014007804711136529,2.267784878466676e-06,0.2806333562368909,6,1,441,84,177.45062799198786,24630.40648252699,24840.672029907,8305.69140625
22,-7.4765045046405785,0.0002080514587468329,-9.328568385935654e-05,0.0001444902069501138,0.01477226044918459,5.636233291254067e-06,0.2806333562368909,11,2,441,84,195.93048182500934,24826.336964351998,25036.60251173201,8305.69140625
22,-7.4765045046405785,0.0002080514587468329,-9.328568385935654e-05,0.0001444902069501138,0.01452340290108135,9.87414749440378e-06,0.2806333562368909,16,3,441,84,191.255334372996,25017.592298724994,25227.857846105006,8305.69140625
22,-7.476618253552453,0.00019284044052609746,-0.00011374891187454494,0.0001444902069501138,0.01452340290108135,5.897933138174093e-05,0.2880114572679535,21,4,462,88,1019.8893937529938,26037.481692477988,26247.747239858,8305.69140625
23,-7.476618253552453,0.00019284044052609746,-0.00011374891187454494,0.00013072656308074138,0.005402615318112655,1.1934864129472921e-06,0.2880114572679535,6,1,462,88,175.10453652100114,26212.58622899899,26422.851776379,8305.69140625
23,-7.476618253552453,0.00019284044052609746,-0.00011374891187454494,0.00013072656308074138,0.005206789168505318,2.8729399145163252e-06,0.2880114572679535,11,2,462,88,192.71989979900536,26405.306128797994,26615.571676178006,8305.69140625
23,-7.476618253552453,0.00019284044052609746,-0.00011374891187454494,0.00013072656308074138,0.0037464312927426827,3.6927930674221498e-06,0.2880114572679535,16,3,462,88,199.9123557300045,26605.218484528,26815.48403190801,8305.69140625
23,-7.476670621695149,0.00018583753597423513,-5.2368142696046505e-05,0.00013072656308074138,0.0037464312927426827,2.527247533660405e-05,0.20024837500419476,21,4,483,92,871.7866197239928,27477.00510425199,27687.270651632003,8305.69140625
24,-7.476670621695149,0.00018583753597423513,-5.2368142696046505e-05,0.00010821323710448131,0.007196336937358129,1.2157403101210427e-06,0.20024837500419476,6,1,483,92,173.65844102999836,27650.66354528199,27860.929092662,8305.69140625
24,-7.476670621695149,0.00018583753597423513,-5.2368142696046505e-05,0.00010821323710448131,0.008028312931644552,3.355884988307158e-06,0.20024837500419476,11,2,483,92,197.91678810599842,27848.58033338799,28058.845880768,8305.69140625
24,-7.476670621695149,0.00018583753597423513,-5.2368142696046505e-05,0.00010821323710448131,0.008066057302188425,5.391491654892992e-06,0.20024837500419476,16,3,483,92,198.1432232740044,28046.723556661993,28256.989104042004,8305.69140625
24,-7.476719274616954,0.0001793314475389819,-4.86529218051146e-05,0.00010821323710448131,0.008066057302188425,1.777610856636651e-05,0.2881803196535524,21,4,504,96,734.0638385509956,28780.78739521299,28991.052942593,8305.69140625
25,-7.476719274616954,0.0001793314475389819,-4.86529218051146e-05,8.630310292842498e-05,0.005511882699230744,2.726974153483399e-06,0.2881803196535524,6,1,504,96,173.98495136899874,28954.772346581987,29165.037893962,8305.69140625
25,-7.476719274616954,0.0001793314475389819,-4.86529218051146e-05,8.630310292842498e-05,0.003977019616403053,2.690125775256083e-06,0.2881803196535524,11,2,504,96,198.07928688600077,29152.851633467988,29363.117180848,8305.69140625
25,-7.476719274616954,0.0001793314475389819,-4.86529218051146e-05,8.630310292842498e-05,0.00551594855357539,3.5210974528615296e-06,0.2881803196535524,16,3,504,96,198.76827794100973,29351.619911408998,29561.88545878901,8305.69140625
25,-7.4767524401429055,0.00017489640362311127,-3.31655259513397e-05,8.630310292842498e-05,0.00551594855357539,1.0583141787583046e-05,0.2989174542542423,21,4,525,100,733.4470521079929,30085.06696351699,30295.332510897002,8305.69140625
26,-7.4767524401429055,0.00017489640362311127,-3.31655259513397e-05,8.59712076396686e-05,0.007128881816972841,1.6054282845995566e-06,0.2989174542542423,6,1,525,100,174.60882479700376,30259.675788313994,30469.941335694006,8305.69140625
26,-7.4767524401429055,0.00017489640362311127,-3.31655259513397e-05,8.59712076396686e-05,0.009393216632356077,4.495124699651268e-06,0.2989174542542423,11,2,525,100,198.23642210499384,30457.91221041899,30668.177757799,8305.69140625
26,-7.4767524401429055,0.00017489640362311127,-3.31655259513397e-05,8.59712076396686e-05,0.01181734567901378,8.608248546630112e-06,0.2989174542542423,16,3,525,100,198.75959168000554,30656.671802098994,30866.937349479005,8305.69140625
26,-7.476822079563857,0.00016558390574053974,-6.963942095161713e-05,8.59712076396686e-05,0.01181734567901378,3.572117128313877e-05,0.2909059488408063,21,4,546,104,741.770929751001,31398.442731849995,31608.708279230006,8305.69140625
27,-7.476822079563857,0.00016558390574053974,-6.963942095161713e-05,0.00011898668796961552,0.012668094115251754,3.1368359683255806e-06,0.2909059488408063,6,1,546,104,173.34345789899817,31571.786189748993,31782.051737129004,8305.69140625
27,-7.476822079563857,0.00016558390574053974,-6.963942095161713e-05,0.00011898668796961552,0.011778851633110711,6.923840298716274e-06,0.2909059488408063,11,2,546,104,196.8046398680017,31768.590829616995,31978.856376997006,8305.69140625
27,-7.476822079563857,0.00016558390574053974,-6.963942095161713e-05,0.00011898668796961552,0.010886431310235437,1.0382789614630825e-05,0.2909059488408063,16,3,546,104,198.33312486000068,31966.923954476995,32177.189501857007,8305.69140625
27,-7.476892446361045,0.0001561741398225598,-7.036679718819272e-05,0.00011898668796961552,0.010886431310235437,2.7306254202636797e-05,0.2938960097610727,21,4,567,108,732.2543498619925,32699.178304338988,32909.443851719,8305.69140625
28,-7.476892446361045,0.0001561741398225598,-7.036679718819272e-05,0.00011680543780425203,0.009329122767993567,2.1384346016544547e-06,0.2938960097610727,6,1,567,108,174.79822176101152,32873.9765261,33084.24207348001,8305.69140625
28,-7.476892446361045,0.0001561741398225598,-7.036679718819272e-05,0.00011680543780425203,0.006621437406306662,4.703602982929832e-06,0.2938960097610727,11,2,567,108,192.86650370700227,33066.843029807,33277.10857718701,8305.69140625
28,-7.476892446361045,0.0001561741398225598,-7.036679718819272e-05,0.00011680543780425203,0.006016161848736677,7.894767110446463e-06,0.2938960097610727,16,3,567,108,202.21682451099332,33269.059854317995,33479.325401698006,8305.69140625
28,-7.476933233154497,0.00015071994559652814,-4.078679345198566e-05,0.00011680543780425203,0.006016161848736677,2.5493744125146512e-05,0.24719036693759402,21,4,588,112,871.7522276420059,34140.81208196,34351.07762934001,8305.69140625
29,-7.476933233154497,0.00015071994559652814,-4.078679345198566e-05,0.0001018433820310142,0.0036880714675205086,8.435536336266137e-07,0.24719036693759402,6,1,588,112,173.31807766199927,34314.130159622,34524.39570700201,8305.69140625
29,-7.476933233154497,0.00015071994559652814,-4.078679345198566e-05,0.0001018433820310142,0.003471878579893125,2.045245353579091e-06,0.24719036693759402,11,2,588,112,197.47478361499088,34511.60494323699,34721.870490617,8305.69140625
29,-7.476933233154497,0.00015071994559652814,-4.078679345198566e-05,0.0001018433820310142,0.0036033544422711746,3.908697784590469e-06,0.24719036693759402,16,3,588,112,194.7145629660081,34706.319506203,34916.58505358301,8305.69140625
29,-7.476960016037438,0.00014713841752999742,-2.6782882940779018e-05,0.0001018433820310142,0.0036033544422711746,3.3353244408503063e-05,0.25520403316706364,21,4,609,116,940.9926662520011,35647.312172455,35857.57771983501,8305.69140625
30,-7.476960016037438,0.00014713841752999742,-2.6782882940779018e-05,6.901911827014172e-05,0.003803266285552564,1.388232339938088e-06,0.25520403316706364,6,1,609,116,180.39332682399254,35827.70549927899,36037.971046659004,8305.69140625
30,-7.476960016037438,0.00014713841752999742,-2.6782882940779018e-05,6.901911827014172e-05,0.0039294781545297945,2.664543106127508e-06,0.25520403316706364,11,2,609,116,195.92776706100267,36023.633266339995,36233.89881372001,8305.69140625
30,-7.476960016037438,0.00014713841752999742,-2.6782882940779018e-05,6.901911827014172e-05,0.003699831025593166,4.1501415763394505e-06,0.25520403316706364,16,3,609,116,199.52076389400463,36223.154030234,36433.41957761401,8305.69140625
30,-7.476997391790746,0.00014214036299727836,-3.737575330831078e-05,6.901911827014172e-05,0.003699831025593166,3.4020950829147536e-05,0.3041610068471243,21,4,630,120,843.551472015999,37066.70550225,37276.97104963001,8305.69140625
31,-7.476997391790746,0.00014214036299727836,-3.737575330831078e-05,6.571998190128025e-05,0.003016709788827729,1.0892361931548253e-06,0.3041610068471243,6,1,630,120,179.80760923599883,37246.513111486,37456.77865886601,8305.69140625
31,-7.476997391790746,0.00014214036299727836,-3.737575330831078e-05,6.571998190128025e-05,0.0028665119060609454,2.687027599960066e-06,0.3041610068471243,11,2,630,120,198.20459868200123,37444.717710168,37654.98325754801,8305.69140625
31,-7.476997391790746,0.00014214036299727836,-3.737575330831078e-05,6.571998190128025e-05,0.0029473273563639644,4.403358053682278e-06,0.3041610068471243,16,3,630,120,198.79991134098964,37643.51762150899,37853.783168889,8305.69140625
31,-7.4770335643595045,0.00013730320373656326,-3.617256875809716e-05,6.571998190128025e-05,0.0029473273563639644,4.082712690286109e-05,0.30284040696168235,21,4,651,124,1013.8172844790097,38657.334905988,38867.60045336801,8305.69140625
32,-7.4770335643595045,0.00013730320373656326,-3.617256875809716e-05,4.928136543644059e-05,0.004971781453968357,3.1503217905606585e-06,0.30284040696168235,6,1,651,124,180.38958778399683,38837.724493771995,39047.99004115201,8305.69140625
